full_name,age,gender,party,constituency,election_year,result,votes_received,total_votes,vote_percentage,winning_margin,education,profession,total_assets,total_liabilities,criminal_cases_count,affidavit_link,source_url,scraped_timestamp
SADHASIVAM.S,54,Male,Pattali Makkal Katchi,METTUR (SALEM),tamilnadu2021,Won,0,0,0.0,0,,Self Employed,0,0,2,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1877,2026-02-22 12:53:24.225979
SARASWATHI.C,76,Male,BJP,MODAKKURICHI (ERODE),tamilnadu2021,Won,0,0,0.0,0,,"Doctor, Company",0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1879,2026-02-22 12:53:27.720463
R.S.RAJAKANNAPPAN,72,Male,DMK,MUDUKULATHUR (RAMANATHAPURAM),tamilnadu2021,Won,0,0,0.0,0,,NIL,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1884,2026-02-22 12:53:30.930200
N. THIYAGARAJAN,60,Male,DMK,MUSIRI (TIRUCHIRAPPALLI),tamilnadu2021,Won,0,0,0.0,0,,House Wife,0,0,24,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1887,2026-02-22 12:53:34.157976
J. MOHAMED SHANAVAS,39,Male,Viduthalai Chiruthaigal Katchi,NAGAPATTINAM (NAGAPATTINAM),tamilnadu2021,Won,0,0,0.0,0,,House wife,0,0,1,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1894,2026-02-22 12:53:37.375467
GANDHI M R,76,Male,BJP,NAGERCOIL (KANNIYAKUMARI),tamilnadu2021,Won,0,0,0.0,0,,No,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1901,2026-02-22 12:53:40.751910
RAMALINGAM P,55,Male,DMK,NAMAKKAL (NAMAKKAL),tamilnadu2021,Won,0,0,0.0,0,,Agriculture and finance,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1906,2026-02-22 12:53:44.609655
KAMARAJ R,60,Male,AIADMK,NANNILAM (THIRUVARUR),tamilnadu2021,Won,0,0,0.0,0,,Agriculturist,0,0,1,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=228,2026-02-22 12:53:47.845170
NATHAM.R.VISWANATHAN,71,Male,AIADMK,NATHAM (DINDIGUL),tamilnadu2021,Won,0,0,0.0,0,,"Tamarind, Coconut Seller & Agriculture Product",0,0,3,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1915,2026-02-22 12:53:52.733626
SABA.RAJENDRAN,59,Male,DMK,NEYVELI (CUDDALORE),tamilnadu2021,Won,0,0,0.0,0,,House Wife,0,0,7,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=561,2026-02-22 12:53:57.468226
S.THENMOZHI,59,Male,AIADMK,NILAKKOTTAI (SC) (DINDIGUL),tamilnadu2021,Won,0,0,0.0,0,,Agriculture And Social Work,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1918,2026-02-22 12:54:01.024200
SAKKARAPANI R,59,Male,DMK,ODDANCHATRAM (DINDIGUL),tamilnadu2021,Won,0,0,0.0,0,,Agriculture and Business,0,0,6,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=222,2026-02-22 12:54:04.317021
R.MANI,43,Male,AIADMK,OMALUR (SALEM),tamilnadu2021,Won,0,0,0.0,0,,Business,0,0,1,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2655,2026-02-22 12:54:07.894254
"VAITHILINGAM, R.",66,Male,AIADMK,ORATHANADU (THANJAVUR),tamilnadu2021,Won,0,0,0.0,0,,Housewife,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1926,2026-02-22 12:54:11.389298
SHUNMUGAIAH C,50,Male,DMK,OTTAPIDARAM (SC) (THOOTHUKUDI),tamilnadu2021,Won,0,0,0.0,0,,House wife,0,0,10,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1928,2026-02-22 12:54:14.985674
"MANO THANGARAJ, T.",53,Male,DMK,PADMANABHAPURAM (KANNIYAKUMARI),tamilnadu2021,Won,0,0,0.0,0,,Living apart and living alone,0,0,29,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=216,2026-02-22 12:54:18.217853
ANBALAGAN.K.P.,62,Male,AIADMK,PALACODE (DHARMAPURI),tamilnadu2021,Won,0,0,0.0,0,,Business,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=214,2026-02-22 12:54:21.821500
SENTHIL KUMAR I.P,42,Male,DMK,PALANI (DINDIGUL),tamilnadu2021,Won,0,0,0.0,0,,"Business, Social worker, Managing Trustee of Mercy Foundation a Charitable Trust",0,0,14,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=213,2026-02-22 12:54:25.754912
ABDUL WAHAB .M,54,Male,DMK,PALAYAMKOTTAI (TIRUNELVELI),tamilnadu2021,Won,0,0,0.0,0,,Retail Business,0,0,26,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1935,2026-02-22 12:54:29.335954
ANANDAN M S M,59,Male,AIADMK,PALLADAM (TIRUPPUR),tamilnadu2021,Won,0,0,0.0,0,,"Amma impex tirupur share holder, shri kubhera parivar, tirupur share holder",0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=567,2026-02-22 12:54:32.610015
KARUNANITHI,62,Male,DMK,PALLAVARAM (CHENGALPATTU),tamilnadu2021,Won,0,0,0.0,0,,Business,0,0,12,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=209,2026-02-22 12:54:35.830440
VELMURUGAN.T,50,Male,DMK,PANRUTI (CUDDALORE),tamilnadu2021,Won,0,0,0.0,0,,Divorce,0,0,17,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1584,2026-02-22 12:54:39.149577
"DR.JAWAHIRULLAH, M.H.",61,Male,DMK,PAPANASAM (THANJAVUR),tamilnadu2021,Won,0,0,0.0,0,,Home Maker,0,0,1,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1940,2026-02-22 12:54:42.396039
GOVINDASAMY.A,49,Male,AIADMK,PAPPIREDDIPATTI (DHARMAPURI),tamilnadu2021,Won,0,0,0.0,0,,Housewife,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=205,2026-02-22 12:54:45.885661
MURUGESAN S,54,Male,DMK,PARAMAKUDI (SC) (RAMANATHAPURAM),tamilnadu2021,Won,0,0,0.0,0,,Contracter,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1968,2026-02-22 12:54:49.397318
SEKAR S,50,Male,AIADMK,PARAMATHIVELUR (NAMAKKAL),tamilnadu2021,Won,0,0,0.0,0,,Govt. Teacher,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=573,2026-02-22 12:54:52.893105
"ANNADURAI, K.",63,Male,DMK,PATTUKKOTTAI (THANJAVUR),tamilnadu2021,Won,0,0,0.0,0,,Housewife,0,0,6,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1973,2026-02-22 12:54:56.143249
MANI. G.K,69,Male,Pattali Makkal Katchi,PENNAGARAM (DHARMAPURI),tamilnadu2021,Won,0,0,0.0,0,,Died,0,0,8,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=202,2026-02-22 12:54:59.420461
"PRABHAHARAN, M.",46,Male,DMK,PERAMBALUR (SC) (PERAMBALUR),tamilnadu2021,Won,0,0,0.0,0,,Household,0,0,6,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=201,2026-02-22 12:55:02.657219
SHEKAR. R.D,54,Male,DMK,PERAMBUR (CHENNAI),tamilnadu2021,Won,0,0,0.0,0,,Business,0,0,10,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=580,2026-02-22 12:55:05.897006
"ASHOKKUMAR, N.",63,Male,DMK,PERAVURANI (THANJAVUR),tamilnadu2021,Won,0,0,0.0,0,,Housewife & Agriculture,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1684,2026-02-22 12:55:09.131003
K.S.SARAVANAKUMAAR,49,Male,DMK,PERIYAKULAM (SC) (THENI),tamilnadu2021,Won,0,0,0.0,0,,Housewife,0,0,4,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1978,2026-02-22 12:55:12.355553
"JAYAKUMAR, S.",41,Male,AIADMK,PERUNDURAI (ERODE),tamilnadu2021,Won,0,0,0.0,0,,Buisness,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=586,2026-02-22 12:55:15.637058
POLLACHI V. JAYARAMAN,67,Male,AIADMK,POLLACHI (COIMBATORE),tamilnadu2021,Won,0,0,0.0,0,,"J-Bagyalakshmi-Business, J.Jothilakshmi-Business",0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1983,2026-02-22 12:55:19.977221
AGRI KRISHNAMURTHY. S S,61,Male,AIADMK,POLUR (TIRUVANNAMALAI),tamilnadu2021,Won,0,0,0.0,0,,Agriculture & House wife,0,0,1,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=592,2026-02-22 12:55:23.319549
DURAI. CHANDRASEKAR,48,Male,INC,PONNERI (SC) (THIRUVALLUR),tamilnadu2021,Won,0,0,0.0,0,,Professor (Academic Work),0,0,1,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1985,2026-02-22 12:55:26.555654
KRISHNASWAMY A,55,Male,DMK,POONAMALLEE (SC) (THIRUVALLUR),tamilnadu2021,Won,0,0,0.0,0,,Govt. Employee,0,0,8,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=599,2026-02-22 12:55:30.010455
V.MUTHURAJA,44,Male,DMK,PUDUKKOTTAI (PUDUKKOTTAI),tamilnadu2021,Won,0,0,0.0,0,,Medicine wholesale,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1991,2026-02-22 12:55:33.227573
M.APPAVU,69,Male,DMK,RADHAPURAM (TIRUNELVELI),tamilnadu2021,Won,0,0,0.0,0,,Agriculture,0,0,7,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1994,2026-02-22 12:55:36.796348
KATHARBATCHA MUTHURAMALINGAM,49,Male,DMK,RAMANATHAPURAM (RAMANATHAPURAM),tamilnadu2021,Won,0,0,0.0,0,,Agriculture,0,0,5,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=606,2026-02-22 12:55:40.306772
R.GANDHI,75,Male,DMK,RANIPET (RANIPET),tamilnadu2021,Won,0,0,0.0,0,,Business&Agriculture,0,0,3,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=189,2026-02-22 12:55:44.116699
MATHIVENTHAN M,36,Male,DMK,RASIPURAM(SC) (NAMAKKAL),tamilnadu2021,Won,0,0,0.0,0,,Doctor,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1998,2026-02-22 12:55:47.414961
KARTHIKEYAN K,43,Male,DMK,RISHIVANDIYAM (KALLAKURICHI),tamilnadu2021,Won,0,0,0.0,0,,Business,0,0,34,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=611,2026-02-22 12:55:50.664955
MURTHY.R.IDREAM,54,Male,DMK,ROYAPURAM (CHENNAI),tamilnadu2021,Won,0,0,0.0,0,,Business,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1554,2026-02-22 12:55:54.210571
R. RAJENDRAN,61,Male,DMK,SALEM NORTH (SALEM),tamilnadu2021,Won,0,0,0.0,0,,Self Employment,0,0,16,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=184,2026-02-22 12:55:57.524690
E.BALASUBRAMANIYAN,60,Male,AIADMK,SALEM SOUTH (SALEM),tamilnadu2021,Won,0,0,0.0,0,,Business,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=179,2026-02-22 12:56:00.833589
R ARUL,49,Male,Pattali Makkal Katchi,SALEM WEST (SALEM),tamilnadu2021,Won,0,0,0.0,0,,Business,0,0,7,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=177,2026-02-22 12:56:04.117468
RAJA E,35,Male,DMK,SANKARANKOVIL (SC) (TENKASI),tamilnadu2021,Won,0,0,0.0,0,,Tailoring,0,0,3,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1628,2026-02-22 12:56:09.028570
UDHAYASURIYAN T,57,Male,DMK,SANKARAPURAM (KALLAKURICHI),tamilnadu2021,Won,0,0,0.0,0,,Business & Agriculturist,0,0,38,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2011,2026-02-22 12:56:12.295387
SUNDARARAJAN,49,Male,AIADMK,SANKARI (SALEM),tamilnadu2021,Won,0,0,0.0,0,,Agriculture & Business,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=175,2026-02-22 12:56:15.530459
"RAGHURAMAN, A.R.R",49,Male,DMK,SATTUR (VIRUDHUNAGAR),tamilnadu2021,Won,0,0,0.0,0,,Doctor,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2013,2026-02-22 12:56:18.758839
PONNUSAMY K,69,Male,DMK,SENTHAMANGALAM(ST) (NAMAKKAL),tamilnadu2021,Won,0,0,0.0,0,,Farmer,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2014,2026-02-22 12:56:21.973947
VENKATESAN A,45,Male,DMK,SHOLAVANDAN (SC) (MADURAI),tamilnadu2021,Won,0,0,0.0,0,,Nurse GRH Hospital,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2017,2026-02-22 12:56:25.273344
S.ARAVINDRAMESH,54,Male,DMK,SHOLINGANALLUR (CHENGALPATTU),tamilnadu2021,Won,0,0,0.0,0,,Business,0,0,22,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2022,2026-02-22 12:56:28.851354
A.M.MUNIRATHINAM,65,Male,INC,SHOLINGHUR (RANIPET),tamilnadu2021,Won,0,0,0.0,0,,Bus and Lorry Transport,0,0,2,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=3695,2026-02-22 12:56:32.770782
"JAYARAM, K.R",47,Male,AIADMK,SINGANALLUR (COIMBATORE),tamilnadu2021,Won,0,0,0.0,0,,Real Estate,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=638,2026-02-22 12:56:36.587671
PANNEERSELVAM,66,Male,DMK,SIRKAZHI (SC) (NAGAPATTINAM),tamilnadu2021,Won,0,0,0.0,0,,Retired Teacher,0,0,11,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2025,2026-02-22 12:56:39.852275
PR.SENTHILNATHAN,53,Male,AIADMK,SIVAGANGA (SIVAGANGA),tamilnadu2021,Won,0,0,0.0,0,,"Agriculture, Real Estate",0,0,1,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=646,2026-02-22 12:56:43.383599
ASHOKAN.G,62,Male,INC,SIVAKASI (VIRUDHUNAGAR),tamilnadu2021,Won,0,0,0.0,0,,Business,0,0,3,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1941,2026-02-22 12:56:46.949953
SELVAPERUNTHAGAI,60,Male,INC,SRIPERUMBUDUR (SC) (KANCHEEPURAM),tamilnadu2021,Won,0,0,0.0,0,,Business,0,0,3,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2028,2026-02-22 12:56:50.475965
PALANIYANDI.M,54,Male,DMK,SRIRANGAM (TIRUCHIRAPPALLI),tamilnadu2021,Won,0,0,0.0,0,,NIL,0,0,7,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1651,2026-02-22 12:56:53.788724
AMIRTHARAJ .S,37,Male,INC,SRIVAIKUNTAM (THOOTHUKUDI),tamilnadu2021,Won,0,0,0.0,0,,CAO of M/s Rajam Hotels Pvt. Ltd.,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2030,2026-02-22 12:56:57.078744
"MANRAJ, E.M.",43,Male,AIADMK,SRIVILLIPUTHUR (SC) (VIRUDHUNAGAR),tamilnadu2021,Won,0,0,0.0,0,,House wife & District Panchayat President,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=166,2026-02-22 12:57:00.288901
KANDASAMY V.P.,62,Male,AIADMK,SULUR (COIMBATORE),tamilnadu2021,Won,0,0,0.0,0,,"Panchayat President, Agriculture, Business",0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=165,2026-02-22 12:57:05.854845
RAJA.S.R,64,Male,DMK,TAMBARAM (CHENGALPATTU),tamilnadu2021,Won,0,0,0.0,0,,Business,0,0,3,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=654,2026-02-22 12:57:10.010623
RAMACHANDRAN.T,53,Male,CPI,THALLY (KRISHNAGIRI),tamilnadu2021,Won,0,0,0.0,0,,House Wife,0,0,25,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2037,2026-02-22 12:57:13.366063
"NEELAMEGAM, T.K.G.",57,Male,DMK,THANJAVUR (THANJAVUR),tamilnadu2021,Won,0,0,0.0,0,,Financial based industry,0,0,5,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=660,2026-02-22 12:57:16.850260
SIVAKUMAR.P,55,Male,DMK,THIRU-VI-KA-NAGAR (SC) (CHENNAI),tamilnadu2021,Won,0,0,0.0,0,,T.N. Govt. Employe,0,0,15,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1556,2026-02-22 12:57:20.362313
UDHAYAKUMAR R B,47,Male,AIADMK,THIRUMANGALAM (MADURAI),tamilnadu2021,Won,0,0,0.0,0,,Textile design,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=162,2026-02-22 12:57:23.674939
S.REGUPATHY,70,Male,DMK,THIRUMAYAM (PUDUKKOTTAI),tamilnadu2021,Won,0,0,0.0,0,,"Executive Trustee, Karbhaka Vinayaka Education Trust , Chairman R.S. Research & medical Center (P) Ltd, Kodambakam, Chennai",0,0,23,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2041,2026-02-22 12:57:27.191894
"RAJANCHELLAPPA, V.V.",70,Male,AIADMK,THIRUPARANKUNDRAM (MADURAI),tamilnadu2021,Won,0,0,0.0,0,,General Trading,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=668,2026-02-22 12:57:30.701171
S.S.BALAJI,51,Male,Viduthalai Chiruthaigal Katchi,THIRUPORUR (CHENGALPATTU),tamilnadu2021,Won,0,0,0.0,0,,Doctor,0,0,2,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=3846,2026-02-22 12:57:33.909193
MARIMUTHU K,50,Male,CPI,THIRUTHURAIPOONDI (SC) (THIRUVARUR),tamilnadu2021,Won,0,0,0.0,0,,Agriculture & House wife,0,0,3,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1677,2026-02-22 12:57:37.115246
DURAI.CHANDRASEKARAN,61,Male,DMK,THIRUVAIYARU (THANJAVUR),tamilnadu2021,Won,0,0,0.0,0,,Housewife,0,0,10,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=158,2026-02-22 12:57:40.330916
KALAIVANAN POONDI K.,56,Male,DMK,THIRUVAUR (THIRUVARUR),tamilnadu2021,Won,0,0,0.0,0,,Farmer & Art Construction,0,0,49,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=671,2026-02-22 12:57:43.837816
ANBIL MAHESH POYYAMOZHI,43,Male,DMK,THIRUVERUMBUR (TIRUCHIRAPPALLI),tamilnadu2021,Won,0,0,0.0,0,,Business,0,0,9,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2047,2026-02-22 12:57:47.061732
K.P.SHANKAR,47,Male,DMK,THIRUVOTTIYUR (THIRUVALLUR),tamilnadu2021,Won,0,0,0.0,0,,Housewife,0,0,2,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2052,2026-02-22 12:57:50.302125
KARUNANITHI J,51,Male,DMK,THIYAGARAYANAGAR (CHENNAI),tamilnadu2021,Won,0,0,0.0,0,,Own Business,0,0,3,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2054,2026-02-22 12:57:53.577954
S.P. VELUMANI,51,Male,AIADMK,THONDAMUTHUR (COIMBATORE),tamilnadu2021,Won,0,0,0.0,0,,Houreswife,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=152,2026-02-22 12:57:56.807096
P.GEETHA JEEVAN,50,Male,DMK,THOOTHUKUDI (THOOTHUKUDI),tamilnadu2021,Won,0,0,0.0,0,,Business,0,0,15,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2058,2026-02-22 12:58:00.036425
EZHILAN N,41,Male,DMK,THOUSAND LIGHTS (CHENNAI),tamilnadu2021,Won,0,0,0.0,0,,Doctor,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1563,2026-02-22 12:58:03.241433
S.STALINKUMAR,36,Male,DMK,THURAIYUR (SC) (TIRUCHIRAPPALLI),tamilnadu2021,Won,0,0,0.0,0,,House wife,0,0,13,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=689,2026-02-22 12:58:06.443621
ARJUNAN P,51,Male,AIADMK,TINDIVANAM (SC) (VILLUPPURAM),tamilnadu2021,Won,0,0,0.0,0,,Fish farm,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=692,2026-02-22 12:58:09.645331
ANITHA R. RADHAKRISHNAN,68,Male,DMK,TIRUCHENDUR (THOOTHUKUDI),tamilnadu2021,Won,0,0,0.0,0,,House Wife,0,0,16,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1588,2026-02-22 12:58:12.931488
ESWARAN E R,60,Male,DMK,TIRUCHENGODU (NAMAKKAL),tamilnadu2021,Won,0,0,0.0,0,,Business Construction),0,0,5,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=149,2026-02-22 12:58:16.169775
"INIGO IRUDAYARAJ,S.",48,Male,DMK,TIRUCHIRAPPALLI EAST (TIRUCHIRAPPALLI),tamilnadu2021,Won,0,0,0.0,0,,Buisness,0,0,2,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2062,2026-02-22 12:58:19.812661
"NEHRU, K.N.",68,Male,DMK,TIRUCHIRAPPALLI WEST (TIRUCHIRAPPALLI),tamilnadu2021,Won,0,0,0.0,0,,Housewife,0,0,10,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2063,2026-02-22 12:58:23.176614
THANGAM THENARASU,54,Male,DMK,TIRUCHULI (VIRUDHUNAGAR),tamilnadu2021,Won,0,0,0.0,0,,Business and Agriculture,0,0,7,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=702,2026-02-22 12:58:26.761227
K.PONMUDY,70,Male,DMK,TIRUKKOYILUR (VILLUPPURAM),tamilnadu2021,Won,0,0,0.0,0,,BUSINESS,0,0,13,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=705,2026-02-22 12:58:30.432019
NAINAR NAGENTHRAN,60,Male,BJP,TIRUNELVELI (TIRUNELVELI),tamilnadu2021,Won,0,0,0.0,0,,Business,0,0,1,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=34,2026-02-22 12:58:34.035886
A. NALLATHAMBI,45,Male,DMK,TIRUPATTUR (TIRUPATHUR),tamilnadu2021,Won,0,0,0.0,0,,House wife,0,0,5,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2070,2026-02-22 12:58:37.264941
KR.PERIYAKARUPPAN,62,Male,DMK,TIRUPPATHUR (SIVAGANGA),tamilnadu2021,Won,0,0,0.0,0,,"Gokul Blue Metals , Agriculture",0,0,18,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2071,2026-02-22 12:58:42.022431
VIJEYAKUMAR.K.N,64,Male,AIADMK,TIRUPPUR NORTH (TIRUPPUR),tamilnadu2021,Won,0,0,0.0,0,,Sri Murugan Tax Partner,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2075,2026-02-22 12:58:47.506438
SELVARAJ. K.,64,Male,DMK,TIRUPPUR SOUTH (TIRUPPUR),tamilnadu2021,Won,0,0,0.0,0,,Real Estate Agent,0,0,4,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=144,2026-02-22 12:58:51.952225
S.CHANDRAN,57,Male,DMK,TIRUTTANI (THIRUVALLUR),tamilnadu2021,Won,0,0,0.0,0,,Business,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=728,2026-02-22 12:58:55.289851
KARUMANICKAM,35,Male,INC,TIRUVADANAI (RAMANATHAPURAM),tamilnadu2021,Won,0,0,0.0,0,,Agriculture,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2081,2026-02-22 12:58:58.604328
E V VELU,71,Male,DMK,TIRUVANNAMALAI (TIRUVANNAMALAI),tamilnadu2021,Won,0,0,0.0,0,,Agriculture,0,0,7,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=737,2026-02-22 12:59:02.118439
"GANESAN, C.V.",62,Male,DMK,TITTAKUDI (SC) (CUDDALORE),tamilnadu2021,Won,0,0,0.0,0,,Agriculture,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=738,2026-02-22 12:59:05.734605
"GANESH, R.",59,Male,INC,UDHAGAMANDALAM (THE NILGIRIS),tamilnadu2021,Won,0,0,0.0,0,,House wife,0,0,1,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2086,2026-02-22 12:59:09.244999
"RADHAKRISHNAN,K.",55,Male,AIADMK,UDUMALAIPETTAI (TIRUPPUR),tamilnadu2021,Won,0,0,0.0,0,,Acriculture,0,0,1,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=743,2026-02-22 12:59:12.494048
MANIKANNAN A J,56,Male,DMK,ULUNDURPETTAI (KALLAKURICHI),tamilnadu2021,Won,0,0,0.0,0,,Agricultural Income & Rental Income,0,0,4,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2089,2026-02-22 12:59:15.730905
AYYAPPAN P,56,Male,AIADMK,USILAMPATTI (MADURAI),tamilnadu2021,Won,0,0,0.0,0,,Government Nurse,0,0,1,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=746,2026-02-22 12:59:18.949984
T.M.TAMILSELVAM,47,Male,AIADMK,UTHANGARAI (SC) (KRISHNAGIRI),tamilnadu2021,Won,0,0,0.0,0,,Agriculture,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=140,2026-02-22 12:59:22.253234
SUNDAR K,66,Male,DMK,UTHIRAMERUR (KANCHEEPURAM),tamilnadu2021,Won,0,0,0.0,0,,Film Producer,0,0,3,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=749,2026-02-22 12:59:25.737394
AMULKANDASAMI T K,55,Male,AIADMK,VALPARAI (SC) (COIMBATORE),tamilnadu2021,Won,0,0,0.0,0,,Business,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1566,2026-02-22 12:59:28.951682
G.SENDHIL KUMAR,36,Male,AIADMK,VANIYAMBADI (TIRUPATHUR),tamilnadu2021,Won,0,0,0.0,0,,"Housewife, Agriculture based work",0,0,1,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=139,2026-02-22 12:59:32.438746
