State_Name,Assembly_No,Constituency_No,Year,month,DelimID,Poll_No,Position,Candidate,Sex,Party,Votes,Age,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,District_Name,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Election_Type
Tamil_Nadu,10,1,2011,5,4,0,11,SRINIVASAN D,M,BSP,835,45,SC,179616,215443,GUMMIDIPUNDI,GEN,TIRUVALLUR,CHENNAI CITY REGION,12,83.37,0.46,yes,348,0.19,2.22,AETN190553,State-based Party (Other State),16651,TRUE,2,BSP,16651,TIRUVALLUR,FALSE,TRUE,0,FALSE,FALSE,TRUE,Graduate Professional,Liberal Profession or Professional,Lawyer,,,State Assembly Election (AE)
Tamil_Nadu,10,1,2011,5,4,0,12,ELUMALAI S,M,IND,487,40,GEN,179616,215443,GUMMIDIPUNDI,GEN,TIRUVALLUR,CHENNAI CITY REGION,12,83.37,0.27,yes,0,0,2.22,AETN190554,Independents,10809,TRUE,2,IND,10809,GUMMIDIPUNDI,FALSE,TRUE,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,2,2011,5,4,0,1,PON. RAJA,M,ADMK,93624,36,SC,162835,202449,PONNERI,SC,TIRUVALLUR,CHENNAI CITY REGION,11,80.43,57.5,no,31270,19.2,2.08,AETN190555,State-based Party,930,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,Graduate Professional,Business,,,,State Assembly Election (AE)
Tamil_Nadu,10,2,2011,5,4,0,2,MANIMEKALAI A.,F,DMK,62354,42,SC,162835,202449,PONNERI,SC,TIRUVALLUR,CHENNAI CITY REGION,11,80.43,38.29,no,61007,37.47,2.08,AETN190556,State-based Party,10192,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Social Work,Activist,,,State Assembly Election (AE)
Tamil_Nadu,10,2,2011,5,4,0,3,RAJA S.,M,BSP,1347,30,SC,162835,202449,PONNERI,SC,TIRUVALLUR,CHENNAI CITY REGION,11,80.43,0.83,yes,12,0.01,2.08,AETN190557,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Liberal Profession or Professional,Lawyer,,,State Assembly Election (AE)
Tamil_Nadu,10,2,2011,5,4,0,4,GANESAN K.,M,BJP,1335,46,SC,162835,202449,PONNERI,SC,TIRUVALLUR,CHENNAI CITY REGION,11,80.43,0.82,yes,168,0.1,2.08,AETN186806,National Party,1605,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Business,Contractor,,,State Assembly Election (AE)
Tamil_Nadu,10,2,2011,5,4,0,5,JAYAKANTHANS.,M,IND,1167,29,SC,162835,202449,PONNERI,SC,TIRUVALLUR,CHENNAI CITY REGION,11,80.43,0.72,yes,413,0.25,2.08,AETN190559,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,2,2011,5,4,0,6,PRABAKARAN N.,M,PB,754,38,SC,162835,202449,PONNERI,SC,TIRUVALLUR,CHENNAI CITY REGION,11,80.43,0.46,yes,117,0.07,2.08,AETN190560,Local Party,6276,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,2,2011,5,4,0,7,RAGUPATHIK.,M,IND,637,43,SC,162835,202449,PONNERI,SC,TIRUVALLUR,CHENNAI CITY REGION,11,80.43,0.39,yes,1,0,2.08,AETN190561,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,2,2011,5,4,0,8,PALANIE.,M,IND,636,43,SC,162835,202449,PONNERI,SC,TIRUVALLUR,CHENNAI CITY REGION,11,80.43,0.39,yes,216,0.13,2.08,AETN190562,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,2,2011,5,4,0,9,DEVENDIRAN M.,M,IND,420,44,SC,162835,202449,PONNERI,SC,TIRUVALLUR,CHENNAI CITY REGION,11,80.43,0.26,yes,101,0.06,2.08,AETN190563,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,2,2011,5,4,0,10,RAGHUPATHIS.,M,IND,319,41,SC,162835,202449,PONNERI,SC,TIRUVALLUR,CHENNAI CITY REGION,11,80.43,0.2,yes,77,0.05,2.08,AETN190564,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,2,2011,5,4,0,11,KANNIMUTHUJ.S.,M,IND,242,43,SC,162835,202449,PONNERI,SC,TIRUVALLUR,CHENNAI CITY REGION,11,80.43,0.15,yes,0,0,2.08,AETN190565,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,3,2011,5,4,0,1,ARUNSUBRAMANIAN. M,M,DMDK,95918,56,GEN,191237,236733,TIRUTTANI,GEN,TIRUVALLUR,CHENNAI CITY REGION,13,80.78,50.16,no,23930,12.51,2.56,AETN190566,Local Party,2956,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,Post Graduate,Liberal Profession or Professional,Lawyer,,,State Assembly Election (AE)
Tamil_Nadu,10,3,2011,5,4,0,2,RAMAN.E.S.S.,M,INC,71988,56,GEN,191237,236733,TIRUTTANI,GEN,TIRUVALLUR,CHENNAI CITY REGION,13,80.78,37.64,no,62228,32.54,2.56,AETN198800,National Party,3482,TRUE,3,INC,3482,PALLIPET,FALSE,TRUE,2,FALSE,TRUE,TRUE,Graduate Professional,Liberal Profession or Professional,Doctor,,,State Assembly Election (AE)
Tamil_Nadu,10,3,2011,5,4,0,3,SUBRAMANI.A.K,M,JMM,9760,48,GEN,191237,236733,TIRUTTANI,GEN,TIRUVALLUR,CHENNAI CITY REGION,13,80.78,5.1,yes,6528,3.41,2.56,AETN190568,State-based Party (Other State),4653,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,3,2011,5,4,0,4,RAMBAI.S,F,IND,3232,38,GEN,191237,236733,TIRUTTANI,GEN,TIRUVALLUR,CHENNAI CITY REGION,13,80.78,1.69,yes,1373,0.72,2.56,AETN190569,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,3,2011,5,4,0,5,DASS.D,M,BSP,1859,40,SC,191237,236733,TIRUTTANI,GEN,TIRUVALLUR,CHENNAI CITY REGION,13,80.78,0.97,yes,335,0.18,2.56,GETN10622,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Labourer or Daily Wage,Coolie,,,State Assembly Election (AE)
Tamil_Nadu,10,3,2011,5,4,0,6,RAMESHKUMAR.M,M,IND,1524,41,SC,191237,236733,TIRUTTANI,GEN,TIRUVALLUR,CHENNAI CITY REGION,13,80.78,0.8,yes,74,0.04,2.56,AETN190571,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,3,2011,5,4,0,7,BABU.J.,M,BJP,1450,56,SC,191237,236733,TIRUTTANI,GEN,TIRUVALLUR,CHENNAI CITY REGION,13,80.78,0.76,yes,154,0.08,2.56,AETN190572,National Party,1605,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,3,2011,5,4,0,8,RAMESH.J,M,PB,1296,30,SC,191237,236733,TIRUTTANI,GEN,TIRUVALLUR,CHENNAI CITY REGION,13,80.78,0.68,yes,54,0.03,2.56,AETN190573,Local Party,6276,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,3,2011,5,4,0,9,SURESHBABU.N.D.,M,IND,1242,33,GEN,191237,236733,TIRUTTANI,GEN,TIRUVALLUR,CHENNAI CITY REGION,13,80.78,0.65,yes,107,0.06,2.56,AETN190574,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,3,2011,5,4,0,10,THANIGAIMALAI. M.D.,M,IJK,1135,40,GEN,191237,236733,TIRUTTANI,GEN,TIRUVALLUR,CHENNAI CITY REGION,13,80.78,0.59,yes,425,0.22,2.56,AETN190575,Local Party,3969,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,3,2011,5,4,0,11,CHINNAPPAN.M.,M,IND,710,40,SC,191237,236733,TIRUTTANI,GEN,TIRUVALLUR,CHENNAI CITY REGION,13,80.78,0.37,yes,119,0.06,2.56,AETN190576,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,3,2011,5,4,0,12,SHETTU,M,IND,591,38,SC,191237,236733,TIRUTTANI,GEN,TIRUVALLUR,CHENNAI CITY REGION,13,80.78,0.31,yes,59,0.03,2.56,AETN190577,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,3,2011,5,4,0,13,SHANMUGAM.M.,M,IND,532,46,GEN,191237,236733,TIRUTTANI,GEN,TIRUVALLUR,CHENNAI CITY REGION,13,80.78,0.28,yes,0,0,2.56,AETN190578,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,4,2011,5,4,0,1,RAMANA B.V,M,ADMK,91337,43,GEN,170115,207935,THIRUVALLUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,22,81.81,53.69,no,23648,13.9,2.22,AETN190579,State-based Party,930,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,12th Pass,Business,,,,State Assembly Election (AE)
Tamil_Nadu,10,4,2011,5,4,0,2,SHIAJI E.A.P,M,DMK,67689,65,GEN,170115,207935,THIRUVALLUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,22,81.81,39.79,no,65469,38.49,2.22,AETN190580,State-based Party,10192,TRUE,4,DMK,10192,TIRUVALLUR,FALSE,TRUE,2,FALSE,TRUE,TRUE,10th Pass,Agriculture,,,,State Assembly Election (AE)
Tamil_Nadu,10,4,2011,5,4,0,3,JAMES E,M,PB,2220,42,GEN,170115,207935,THIRUVALLUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,22,81.81,1.3,yes,351,0.21,2.22,AETN190581,Local Party,6276,TRUE,2,PB,6276,TIRUVALLUR,FALSE,TRUE,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,4,2011,5,4,0,4,JANAKIRAMAN R.M.R,M,BJP,1869,54,GEN,170115,207935,THIRUVALLUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,22,81.81,1.1,yes,789,0.46,2.22,AETN186932,National Party,1605,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Retired or Pension,,,,State Assembly Election (AE)
Tamil_Nadu,10,4,2011,5,4,0,5,DEIVASIGAMANI T.A,M,RJD,1080,62,GEN,170115,207935,THIRUVALLUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,22,81.81,0.63,yes,41,0.02,2.22,AETN190583,State-based Party (Other State),12103,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,4,2011,5,4,0,6,SHANTHAKUMAR V,M,BSP,1039,42,GEN,170115,207935,THIRUVALLUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,22,81.81,0.61,yes,388,0.23,2.22,AETN190584,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate Professional,Liberal Profession or Professional,Lawyer,,,State Assembly Election (AE)
Tamil_Nadu,10,4,2011,5,4,0,7,BADRACHALAM U,M,IND,651,65,GEN,170115,207935,THIRUVALLUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,22,81.81,0.38,yes,155,0.09,2.22,AETN190585,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,Other,,,,State Assembly Election (AE)
Tamil_Nadu,10,4,2011,5,4,0,8,DINAKARAN C,M,IND,496,29,GEN,170115,207935,THIRUVALLUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,22,81.81,0.29,yes,18,0.01,2.22,AETN190586,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,4,2011,5,4,0,9,RAGAVAN G,M,IND,478,52,GEN,170115,207935,THIRUVALLUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,22,81.81,0.28,yes,55,0.03,2.22,AETN190587,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,4,2011,5,4,0,10,SARAVANAN P,M,IND,423,39,GEN,170115,207935,THIRUVALLUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,22,81.81,0.25,yes,8,0,2.22,AETN190588,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,4,2011,5,4,0,11,JEGAN N,M,IND,415,29,GEN,170115,207935,THIRUVALLUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,22,81.81,0.24,yes,34,0.02,2.22,AETN190589,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,4,2011,5,4,0,12,SRINIVASHAN C.J,M,IND,381,35,GEN,170115,207935,THIRUVALLUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,22,81.81,0.22,yes,84,0.05,2.22,AETN190590,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,4,2011,5,4,0,13,JAYAKUMAR D,M,IND,297,31,GEN,170115,207935,THIRUVALLUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,22,81.81,0.17,yes,36,0.02,2.22,AETN190591,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,4,2011,5,4,0,14,JAYAVEL G,M,IND,261,66,GEN,170115,207935,THIRUVALLUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,22,81.81,0.15,yes,23,0.01,2.22,AETN190592,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,Labourer or Daily Wage,Coolie,,,State Assembly Election (AE)
Tamil_Nadu,10,4,2011,5,4,0,15,DEVASHEERVATHAM S,M,RPI,238,56,GEN,170115,207935,THIRUVALLUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,22,81.81,0.14,yes,7,0,2.22,AETN190593,State-based Party (Other State),6911,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Business,,,,State Assembly Election (AE)
Tamil_Nadu,10,4,2011,5,4,0,16,SUBRAMANIAN C,M,IND,231,70,GEN,170115,207935,THIRUVALLUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,22,81.81,0.14,yes,4,0,2.22,AETN271507,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Former Government,Ex Civil Service,,,State Assembly Election (AE)
Tamil_Nadu,10,4,2011,5,4,0,17,RAMAN V.M,M,IND,227,42,GEN,170115,207935,THIRUVALLUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,22,81.81,0.13,yes,11,0.01,2.22,AETN190595,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,4,2011,5,4,0,18,RAMESH P,M,IND,216,36,GEN,170115,207935,THIRUVALLUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,22,81.81,0.13,yes,14,0.01,2.22,AETN190596,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,4,2011,5,4,0,19,ELANGOVAN D,M,IND,202,37,GEN,170115,207935,THIRUVALLUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,22,81.81,0.12,yes,69,0.04,2.22,AETN190597,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,4,2011,5,4,0,20,SAKTHIDASAN R,M,IND,133,29,GEN,170115,207935,THIRUVALLUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,22,81.81,0.08,yes,13,0.01,2.22,AETN190598,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,4,2011,5,4,0,21,SASIKUMAR E.D,M,IND,120,39,GEN,170115,207935,THIRUVALLUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,22,81.81,0.07,yes,8,0,2.22,AETN190599,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,4,2011,5,4,0,22,GOPAL P,M,IND,112,39,GEN,170115,207935,THIRUVALLUR,GEN,TIRUVALLUR,CHENNAI CITY REGION,22,81.81,0.07,yes,0,0,2.22,AETN190600,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,5,2011,5,4,0,1,MANIMARAN R,M,ADMK,99097,46,SC,181531,229460,POONAMALLEE,SC,TIRUVALLUR,CHENNAI CITY REGION,5,79.11,54.59,no,41419,22.82,2.44,AETN270675,State-based Party,930,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,Graduate,Business,Real Estate or Builder or Developer or Construction,,,State Assembly Election (AE)
Tamil_Nadu,10,5,2011,5,4,0,2,KANCHI GV MATHIAZHAGAN,M,INC,57678,47,SC,181531,229460,POONAMALLEE,SC,TIRUVALLUR,CHENNAI CITY REGION,5,79.11,31.77,no,36560,20.14,2.44,AETN190602,National Party,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Liberal Profession or Professional,Lawyer,,,State Assembly Election (AE)
Tamil_Nadu,10,5,2011,5,4,0,3,JAGANMOORTHY.M,M,PB,21118,45,SC,181531,229460,POONAMALLEE,SC,TIRUVALLUR,CHENNAI CITY REGION,5,79.11,11.63,yes,19096,10.52,2.44,AETN193859,Local Party,6276,TRUE,2,DMK,10192,ARKONAM,FALSE,FALSE,1,TRUE,TRUE,TRUE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,5,2011,5,4,0,4,MURALI.K,M,IND,2022,42,SC,181531,229460,POONAMALLEE,SC,TIRUVALLUR,CHENNAI CITY REGION,5,79.11,1.11,yes,406,0.22,2.44,AETN190604,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,5,2011,5,4,0,5,THEINMATHI.P,F,IJK,1616,49,SC,181531,229460,POONAMALLEE,SC,TIRUVALLUR,CHENNAI CITY REGION,5,79.11,0.89,yes,0,0,2.44,AETN194956,Local Party,3969,TRUE,2,BSP,16651,COONOOR,FALSE,FALSE,0,TRUE,FALSE,TRUE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,6,2011,5,4,0,1,ABDUL RAHIM.S,M,ADMK,110102,41,GEN,199538,277885,AVADI,GEN,TIRUVALLUR,CHENNAI CITY REGION,18,71.81,55.18,no,43238,21.67,2.44,AETN190606,State-based Party,930,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,8th Pass,Business,Real Estate or Builder or Developer or Construction,,,State Assembly Election (AE)
Tamil_Nadu,10,6,2011,5,4,0,2,DHAMOTHARAN.R,M,INC,66864,61,GEN,199538,277885,AVADI,GEN,TIRUVALLUR,CHENNAI CITY REGION,18,71.81,33.51,no,56404,28.27,2.44,AETN272442,National Party,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Salaried Work or Employed,Qualified Professional,,,State Assembly Election (AE)
Tamil_Nadu,10,6,2011,5,4,0,3,JAYARAMAN.B.,M,IND,10460,51,GEN,199538,277885,AVADI,GEN,TIRUVALLUR,CHENNAI CITY REGION,18,71.81,5.24,yes,6665,3.34,2.44,AETN190608,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,6,2011,5,4,0,4,LOGANATHAN.J,M,BJP,3795,43,GEN,199538,277885,AVADI,GEN,TIRUVALLUR,CHENNAI CITY REGION,18,71.81,1.9,yes,2137,1.07,2.44,AETN186870,National Party,1605,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Other,,,,State Assembly Election (AE)
Tamil_Nadu,10,6,2011,5,4,0,5,SATHYAMURTHI.C,M,BSP,1658,31,GEN,199538,277885,AVADI,GEN,TIRUVALLUR,CHENNAI CITY REGION,18,71.81,0.83,yes,322,0.16,2.44,AETN190610,State-based Party (Other State),16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate Professional,Liberal Profession or Professional,Lawyer,,,State Assembly Election (AE)
Tamil_Nadu,10,6,2011,5,4,0,6,BAKTHAVACHALU.D.,M,JMM,1336,54,GEN,199538,277885,AVADI,GEN,TIRUVALLUR,CHENNAI CITY REGION,18,71.81,0.67,yes,222,0.11,2.44,AETN190611,State-based Party (Other State),4653,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,6,2011,5,4,0,7,JAYARAMU. L,F,IND,1114,28,GEN,199538,277885,AVADI,GEN,TIRUVALLUR,CHENNAI CITY REGION,18,71.81,0.56,yes,286,0.14,2.44,AETN190612,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,6,2011,5,4,0,8,JAYARAMAN. V,M,IND,828,67,GEN,199538,277885,AVADI,GEN,TIRUVALLUR,CHENNAI CITY REGION,18,71.81,0.41,yes,243,0.12,2.44,AETN190613,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,6,2011,5,4,0,9,RAVIARUMUGAM B,M,IND,585,35,GEN,199538,277885,AVADI,GEN,TIRUVALLUR,CHENNAI CITY REGION,18,71.81,0.29,yes,44,0.02,2.44,AETN190614,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
Tamil_Nadu,10,6,2011,5,4,0,10,MULLAITAMILAN.A,M,IND,541,39,GEN,199538,277885,AVADI,GEN,TIRUVALLUR,CHENNAI CITY REGION,18,71.81,0.27,yes,70,0.04,2.44,AETN190615,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,State Assembly Election (AE)
